p_from_mw,q_from_mvar,p_to_mw,q_to_mvar,pl_mw,ql_mvar,i_from_ka,i_to_ka,i_ka,vm_from_pu,va_from_degree,vm_to_pu,va_to_degree,loading_percent
-9144.472969182885,-817.7432443474719,9150.36810179341,757.5191273569053,5.895132610525252,-60.224116990566586,12.80980000918045,12.782507506545432,12.80980000918045,1.034487602527995,7.132617414388834,1.0367762122433584,8.174038826201949,40.0306250286889
-859.9681941003748,-100.91165104420918,860.0663886131829,-26.210503693394386,0.0981945128080497,-127.12215473760357,1.2053009830997563,1.197532586215793,1.2053009830997563,1.0368975969669143,8.220658071671394,1.0371118428091965,8.342545791666623,6.80192428385867
-859.9681941003748,-100.91165104420918,860.0663886131829,-26.210503693394386,0.0981945128080497,-127.12215473760357,1.2053009830997563,1.197532586215793,1.2053009830997563,1.0368975969669143,8.220658071671394,1.0371118428091965,8.342545791666623,6.80192428385867
-6930.5195900337785,-192.56334766572786,6956.056462119917,273.3658079164659,25.53687208613883,80.80246025073802,9.696120759828155,9.685489854474136,9.696120759828155,1.0320832584763644,6.604879129597739,1.037423292402706,9.134451649952235,83.58724792955307
-9819.387898834533,2659.413712818853,9851.064342170966,-3040.811585290585,31.676443336433294,-381.3978724717317,14.22721328815771,14.386934040303444,14.386934040303444,1.0320832584763644,6.604879129597739,1.0343257577818488,6.812569299952194,89.69410249565739
-15911.680513624486,-4168.128346514748,15933.208288413427,3018.94618156701,21.527774788941315,-1149.1821649477379,23.003415624649442,22.629989977408094,23.003415624649442,1.0320832584763644,6.604879129597739,1.0343257577818488,6.812569299952194,90.56462844350175
-1181.8624269332972,195.8353887718713,1182.1469698319947,-342.0391525945022,0.28454289869750937,-146.2037638226309,1.6753800526048541,1.721146490330775,1.721146490330775,1.0320832584763644,6.604879129597739,1.032026313295598,6.679393046959427,10.730339715279145
-1204.0663533027848,157.03576131047697,1204.2714357971552,-260.5233254222246,0.20508249437034465,-103.48756411174764,1.6981561136458794,1.7232362502844767,1.7232362502844767,1.0320832584763644,6.604879129597739,1.032026313295598,6.679393046959427,10.77022656427798
-6930.5195900337785,-192.56334766572786,6956.056462119917,273.3658079164659,25.53687208613883,80.80246025073802,9.696120759828155,9.685489854474136,9.696120759828155,1.0320832584763644,6.604879129597739,1.037423292402706,9.134451649952235,83.58724792955307
8247.020398030007,112.64780488880979,-8226.87196748496,-27.80795733074524,20.148430545046722,84.83984755806455,11.473449772809744,11.47540393417486,11.47540393417486,1.0375832245613712,12.87134978001464,1.034781412951029,11.1398721923074,142.72890465391617
5368.853025618413,-68.61575592742338,-5353.690277883977,-24.072676767696976,15.16274773443638,-92.68843269512035,7.469188505759929,7.46772635023202,7.469188505759929,1.0375832245613712,12.87134978001464,1.034781412951029,11.1398721923074,92.90035454925287
